,preco_1,preco_2,endereco_1,endereco_2,descricao,attr1,attr2,attr3,attr4,attr5
373,R$ 1.400,R$ 1.720/mês,Cidade Universitária,"Localizada a 200 metros da entrada do Ciclo Básico 02 (entrada do Restaurante Universitário) da Unicamp, este prédio tem 10 unidades no total. Conta com sala e cozinha em estilo americano (separadas por um balcão, cozinha com geladeira, fogão 4 bocas com forno, bancada sob a pia,  armário aéreo), banheiro com box de vidro, gabinete pia; dormitório com armário embutido. Todas as unidades com vaga de garagem descoberta (portão eletrônico, cerca elétrica).
O prédio conta com lavanderia comunitária com máquina.
Cobra-se rateio por mês para 1 morador, que incluí: energia elétrica, água, IPTU, internet cabeada. 
Pode-se morar no máximo em 2 pessoas, o que acrescenta o valor de rateio.
O gás não está incluído no valor da locação e/ou rateio. É individual, por conta do locatário.
Agende sua visita para conhecer esta opção!",Kitnet em Campinas,1quarto,1banheiro ,1vaga,28m²,not found
374,R$ 1.400,R$ 1.720/mês,Cidade Universitária,"Localizada a 200 metros da entrada do Ciclo Básico 02 (entrada do Restaurante Universitário) da Unicamp, este prédio tem 10 unidades no total. Conta com sala e cozinha em estilo americano (separadas por um balcão, cozinha com geladeira, fogão 4 bocas com forno, bancada sob a pia,  armário aéreo), banheiro com box de vidro, gabinete pia; dormitório com armário embutido. Todas as unidades com vaga de garagem descoberta (portão eletrônico, cerca elétrica).
O prédio conta com lavanderia comunitária com máquina.
Cobra-se rateio por mês para 1 morador, que incluí: energia elétrica, água, IPTU, internet cabeada. 
Pode-se morar no máximo em 2 pessoas, o que acrescenta o valor de rateio.
O gás não está incluído no valor da locação e/ou rateio. É individual, por conta do locatário.
Agende sua visita para conhecer esta opção!",Kitnet em Campinas,1quarto,1banheiro ,1vaga,28m²,not found
375,R$ 800,R$ 845/mês,Cidade Universitária,"Cidade Universitária 01
Kitnet mobiliada bem perto da Av. Prof. Atílio Martini.

mobiliada com geladeira. fogão, mesa, cama de solteiro, armário embutido de dormitório, gabinete cozinha. 
Lavanderia de uso comunitário com máquina de lavar roupas. 

Inclui: água, IPTU, manutenção de áreas comuns (faxina), internet.
Gas: individual;
Vaga de garagem: cobrado a parte, quando disponível.",Kitnet em Campinas,1quarto,1suíte,1banheiro ,"13,37m²",not found
376,R$ 2.800,R$ 2.935/mês,Barão Geraldo,"Vila Santa Izabel - Barão Geraldo, ótima localização!
Casa de frente, com entradas 100% individuais. 
São 3 dormitórios, sendo 1 suíte com hidromassagem 2 salas sendo uma de visita, sala de jantar, escritório, churrasqueira, área de iluminação entre as salas, quintal em todo o redor da casa com jardim.

Energia eletrica, água, gás: despesas individuais.",Casa em Campinas,3quartos,2suítes,4banheiros,2vagas,222m²
377,R$ 1.500.000,"R$ 7.242,13/mês",Cidade Universitária,"Cidade Universitária I  - Barão Geraldo - Campinas SP

Localizada próxima ao Restaurante Universitário da Unicamp, perto da Avenida 2 ( Atílio Martini )
Casa principal com 3 dormitórios grandes, todos com armários, sendo 1 suíte e 1 banheiro social.
Sala de estar bem espaçosa, cozinha com gabinete e despensa, lavanderia;
Edícula nos fundos, com 2 cômodos, 1 com armário embutido.
Quintal bem espaçoso com área verde, canil e Piscina.",Casa em Campinas,5quartos,3suítes,4banheiros,6vagas,"205,89m²"
378,R$ 850.000,"R$ 4.869,14/mês",Cidade Universitária,"Cidade Universitária 02

Bem na frente da Lagoa da Unicamp!!

Opção de casa predominantemente térrea, toda em piso cerâmico, com possibilidade para até 8 dormitórios (sendo 4  dormitórios originais e 4 dormitórios reversíveis) 3 banheiros sociais, sala ampla para 2 ambientes, cozinha com armários, despensa, lavanderia coberta com armários, banheiro de serviços, amplo quintal. Vaga coberta para 2 autos, sendo possivel estacionar mais outros na vaga descoberta. Portao eletrônico, cerca elétrica. 
Churrasqueira, amplo quintal, arvores frutíferas. 
IPTU: parcelas mensais.
Energia elétrica e água: individuais",Casa em Campinas,4quartos,3banheiros,8vagas,203m²,not found
379,R$ 2.400,R$ 2.855/mês,Cidade Universitária II,"Cidade Universitária II - Barão Geraldo - Campinas SP

Localizado próximo a ao Parque Ecológico ( Casa do Lago )
Apartamento de 1 dormitório, 1 suíte
Cozinha com balcão e armário
Areá de serviço externa.
Ampla sala, com vista para a lagoa.
Garagem inclusa para 1 veiculo.
Condomínio variável inclui: IPTU, água, jardinagem, limpeza na área comum
Rateio de energia do Boiler.",Apartamento em Campinas,1quarto,1suíte,1banheiro ,1vaga,65m²
380,R$ 4.200,"R$ 4.816,60/mês",Cidade Universitária,"Cidade Universitária I - Barão Geraldo - Campinas SP

Casa térrea, de 4 dormitórios, com armários, 2 suítes, com edícula
Sala de estar, Escritório;  sala de jantar, despensa, jardim de inverno,
Cozinha com gabinete; lavanderia coberta.
Edícula com um cômodo e banheiro.",Casa em Campinas,4quartos,3suítes,4banheiros,8vagas,"296,50m²"
381,R$ 800,R$ 1.045/mês,Cidade Universitária,"Kit amplo, pia com gabinete, área  de serviço coberta, geladeira, fogão 2 bocas sem forno, armário embutido, 1 cama (sem colchão). Excelente  localização,  próximo ao Centro de Barão Geraldo, em avenida de fácil acesso a Unicamp. 
Incluso no valor para 01 morador: IPTU, gás, energia elétrica, água e gás. 
Garagem: adicional, limite de 1 garagem por unidade, valor por mês, conforme disponibilidade.",Kitnet em Campinas,1quarto,1banheiro ,21m²,not found,not found
382,R$ 1.350,R$ 1.520/mês,Cidade Universitária,"Cidade Universitária 01 
Kitnet 1º andar com divisória da cozinha para o dormitório, em frente Unicamp.
Cozinha com gabinete, geladeira, fogão, gabinete cozinha. Banheiro com box de vidro, gabinete pia de cozinha.
Com ar condcionado

Rateio: valor por mes, por pessoa, e inclui: gás; IPTU; vigilância patrimonial; água; faxina, jardinagem e manutenções de áreas externas.
Energia elétrica: medidor individual.
Vagas de garagem locado a parte, conforme disponibilidade.",Kitnet em Campinas,1quarto,1banheiro ,24m²,not found,not found
383,R$ 1.350,R$ 1.520/mês,Cidade Universitária,"Kitnet 1º andar com divisória da cozinha para o dormitório, em frente Unicamp.
Cozinha com gabinete, geladeira, fogão, gabinete cozinha. Banheiro com box de vidro, gabinete pia de cozinha.
Dormitório preparado para ar-condicionado.


Rateio: valor por mês, por pessoa - inclui: gás; IPTU; vigilância patrimonial; água; faxina, jardinagem e manutenções de áreas externas.
Energia elétrica: medidor individual.
Vagas de garagem locado a parte, conforme disponibilidade.",Kitnet em Campinas,1quarto,1banheiro ,22m²,not found,not found
384,R$ 2.190,R$ 2.325/mês,Cidade Universitária,"Cidade Universitária 01 - Em frente a Reitoria, muito perto da parde de Medicina

Imóvel construído em 2021 com 35 m². Mobiliado com ar condicionado, armário embutido nos 2 dormitórios. 
Cozinha com gabiente, fogão de indução estilo cooktop, microondas, geladeira duplex. Banheiro com gabinete e box de vidro. Piso porcelanato, padrões de interruptores todos novos. 

Pode ser utilizado como sendo 2 dormitórios e uma cozinha centralizada ou como sendo 1 dormitório, sala, cozinha e banheiro. 
Lavanderia de uso coletivo com máquina. 
Está incluso no valor da locaçao: internet fibra optica, IPTU e manutenção de áreas externas. 
Energia Elétrica e água: consumos individuais.",Kitnet em Campinas,2quartos,1banheiro ,35m²,not found,not found
385,R$ 1.200,R$ 1.470/mês,Vila Santa Isabel,"Vila Santa Izabel - Kitnet térrea com divisória 31m² - Próximo Moradia Estudantil Unicamp

Unidade bem nova!! Com divisória entre cozinha e quarto
Cozinha mobiliada com Geladeira, Fogão e armário
Quarto amplo, com guarda roupa e cama sem colchão 
Banheiro com box 

Rateio: valor fixo por mês, inclui: internet, água, IPTU e manutenção de áreas comuns.
Energia elétrica e gás (botijão individual), por conta do locatário;
Vaga de garagem: locado a parte, conforme disponibilidade.",Kitnet em Campinas,1quarto,1banheiro ,31m²,not found,not found
386,R$ 1.350,R$ 1.520/mês,Cidade Universitária,"Cidade Universitária 02

Kitnet mobiliada com divisória da cozinha para dormitório;
Cozinha equipada com geladeira, fogão, micro-ondas, bancada refeições, armário sob pia;
Dormitório com cama box, ar condicionado, televisão, guarda roupas;
Lavanderia individual com espaço para colocação maquina ou tanquinho.
Banheiro com box de vidro;

Rateio: fixo por mês, por apartamento - inclui: IPTU, internet, gás, faxina e manutenção de áreas comuns, água;
Energia elétrica: individual, por conta locatários;
Vaga de garagem: locado a parte, conforme disponibilidade (portão eletrônico, cerca elétrica);",Kitnet em Campinas,1quarto,1banheiro ,28m²,not found,not found
387,R$ 1.600,R$ 1.890/mês,Cidade Universitária,"Kitnet mobiliada de alto padrão,

Cozinha mobiliada com espaço para pequeno sofá;
Condomínio: R$ 200 reais para o primeiro morador. Demais moradores: R$ 130 reais/cada
Inclui: Água, Gás, IPTU, Limpeza área externa, Iluminação área externa, Segurança Barão, Internet cortesia                        
Garagem: R$ 100 reais - de acordo com disponibilidade",Kitnet em Campinas,1quarto,1banheiro ,"27,92m²",not found,not found
388,R$ 1.650,R$ 1.940/mês,Cidade Universitária,"Kitnet mobiliada de alto padrão,

Cozinha mobiliada com espaço para pequeno sofá;
Condomínio: R$ 200 reais para o primeiro morador. Demais moradores: R$ 130 reais/cada
Inclui: Água, Gás, IPTU, Limpeza área externa, Iluminação área externa, Segurança Barão, Internet cortesia                        
Garagem: R$ 100 reais - de acordo com disponibilidade",Kitnet em Campinas,1quarto,1banheiro ,"28,33m²",not found,not found
389,R$ 2.000,R$ 2.290/mês,Cidade Universitária,"Kitnet mobiliada de alto padrão,

Cozinha mobiliada com espaço para pequeno sofá;
Condomínio: R$ 200 reais para o primeiro morador. Demais moradores: R$ 130 reais/cada
Inclui: Água, Gás, IPTU, Limpeza área externa, Iluminação área externa, Segurança Barão, Internet cortesia                        
Garagem: R$ 100 reais - de acordo com disponibilidade",Kitnet em Campinas,1quarto,1banheiro ,"56,83m²",not found,not found
390,R$ 1.300,R$ 1.650/mês,Barão Geraldo,"Santa Genebra 02 
Região Central de Barão Geraldo!

OPção de kitnet frontal no predio, 1º andar, com semi-divisória da cozinha para dormitório, mobiliada com fogão 4 bocas com forno, gabinete pia de cozinha, geladeira 240 litros. 
Dormitório com armário embutido, ventilador de teto, ar condicionado, sacada. Ampla bancada de estudos. 
Banheiro com box de vidro e gabinete.
Rateio mensal inclui: água, IPTU, vigilância patrimonial, faxina e manutenção de áreas comuns, gás, lavanderia de uso coletivo com máquina).
Vaga de garagem locado a parte, de acordo com disponibilidade;",Kitnet em Campinas,1quarto,1suíte,1banheiro ,28m²,not found
391,R$ 1.600,R$ 1.890/mês,Cidade Universitária,"Kitnet mobiliada de alto padrão,

Cozinha mobiliada com espaço para pequeno sofá;
Condomínio: R$ 200 reais para o primeiro morador. Demais moradores: R$ 130 reais/cada
Inclui: Água, Gás, IPTU, Limpeza área externa, Iluminação área externa, Segurança Barão, Internet cortesia                        
Garagem: R$ 100 reais - de acordo com disponibilidade",Kitnet em Campinas,1quarto,1banheiro ,"27,74m²",not found,not found
392,R$ 1.600,R$ 1.890/mês,Cidade Universitária,"Kitnet mobiliada de alto padrão,

Cozinha mobiliada com espaço para pequeno sofá;
Condomínio: R$ 200 reais para o primeiro morador. Demais moradores: R$ 130 reais/cada
Inclui: Água, Gás, IPTU, Limpeza área externa, Iluminação área externa, Segurança Barão, Internet cortesia                        
Garagem: R$ 100 reais - de acordo com disponibilidade",Kitnet em Campinas,1quarto,1banheiro ,"27,74m²",not found,not found
393,R$ 1.100,R$ 1.420/mês,Jardim Santa Genebra II (Barão Geraldo),"Santa Genebra 2 - Regiao Central de Barão Geraldo, próximo a Av. Dr. Romeu Tórtima. 

Kitnet com divisória da cozinha para dormitório com 22m². Composta por sala com sacada, cozinha com armários, geladeira, fogão 4 bocas, tanque e espaço para máquina de lavar roupas dentro da unidade. Dormitório com armário embutido, bancada de estudos, TV 32 polegadas. 
Banheiro com box de vidro, gabinete e espelho. 
Vaga de garagem (portão eletrônico e cerca elétrica) locado a parte, conforme disponiblidade

O prédio conta com lavanderia de uso comunitário com 2 máquinas. 
Rateio: valor por mês, por apartamento, inclui: água, IPTU, internet, gás, manutenção de áreas comuns. 
Energia elétrica da Unidade: individual, por conta locatário.",Kitnet em Campinas,1quarto,1suíte,1banheiro ,22m²,not found
394,R$ 680,R$ 715/mês,Cidade Universitária,"Cidade Universitária 01 - Próximo ao Colégio Rio BRanco

Suítes mobiliadas com frigobar, armário, cama soleiro sem colchão destinada apenas para locaçao para UNIVERSITÁRIOS. 

Cozinha de uso coletivo para as 9 unidades do local. 
Inclui no valor da locação IPTU, energia elétrica, internet, água; 

Lavanderia de uso coletivo com máquina.",Kitnet em Campinas,1quarto,1suíte,1banheiro ,13m²,not found
395,R$ 990,R$ 1.185/mês,Cidade Universitária,"Cidade Universitária 01
Kitnet mobiliada, distancia intermediária entre Unicamp e centro de Barão Geraldo.
Com divisória da cozinha para o dormitório, mobiliada com geladeira, fogão, maquina, guarda-roupa, cama solteiro.
Recem construída;
Rateio Variável por mês: composto de água, IPTU, faxina e manutenção de áreas comuns e internet.;
Energia elétrica, gás (botijão) individuais",Kitnet em Campinas,1quarto,1banheiro ,20m²,not found,not found
396,R$ 990,R$ 1.215/mês,Cidade Universitária,"Cidade Universitária 01 - Próximo Supermercado Dia / Av. Prof. Atílio Martini - 800 metros da Unicamp
OPção de kitnet térrea, mobiliada, com divisória da cozinha (geladeira, fogão 4 bocas com forno, gabinete sob a pia) para dormitório (com armário guarda roupas). Cozinha com espaço para lavandeira individual (com tanquinho colormaq)
Banheiro amplo. 

Rateio-condomínio: valor variável, por mes, inclui: IPTU, água, limpeza de áreas externas, internet. 
Energia elétrica e gás (botijão) são despesas individuais.",Kitnet em Campinas,1quarto,1banheiro ,30m²,not found,not found
397,R$ 1.500,"R$ 2.367,76/mês",Barão Geraldo,"Centro de Barao Geraldo - Edificio de apartamentos com elevador do lado do Burger King - 

4º andar, com elevador - Portaria Digital. 
São 2 dormitórios (1 com armário), todo em taco de madeira (super conservado), sala para 2 ambientes com pequena sacada. 
Cozinha com armários planejados, repleta de armários, com banada de preparo de refeições.
Lavanderia coberta. Com aquecedor a gás. 
Sem vaga de garagem. 

Condomínio, IPTU: valores individuais, cobrados a parte, por conta locatários. 
Energia elétrica: individual, por conta locatários.",Apartamento em Campinas,2quartos,1suíte,1banheiro ,"88,25m²",not found
398,R$ 1.500,"R$ 2.367,76/mês",Barão Geraldo,"Centro de Barão Geraldo - Próximo a comércios, terminal de ônibus, bancos e conveniências. 

Apartamento no 4º andar, com elevador, portaria digital 24 horas com câmeras e controles de acesso. 
2 dormitórios, banheiro, sala, cozinha e lavanderia. Sem garagem. 
Condomínio valor por mês - inclui água. 
Energia elétrica: individual",Apartamento em Campinas,2quartos,1banheiro ,"88,25m²",not found,not found
